noOfBedRoom,rent,propertyType,areaSqft,y,x,areaSqm,leaseDate,street,project,district
3,3200,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0421,TOH TUCK ROAD,SIGNATURE PARK,21
2,2800,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0421,TOH TUCK ROAD,SIGNATURE PARK,21
2,2200,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2800,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
4,3450,Non-landed Properties,1700-1800,35848.70683,20645.95265,150-160,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,2700,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,3000,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,3100,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0421,TOH TUCK ROAD,SIGNATURE PARK,21
3,3300,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2400,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0421,TOH TUCK ROAD,SIGNATURE PARK,21
2,2600,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2400,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2750,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,3000,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2350,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0521,TOH TUCK ROAD,SIGNATURE PARK,21
4,3800,Non-landed Properties,1700-1800,35848.70683,20645.95265,150-160,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2550,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,2900,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2250,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,3200,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2300,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2400,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2000,Non-landed Properties,1000-1100,35848.70683,20645.95265,100-110,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0621,TOH TUCK ROAD,SIGNATURE PARK,21
4,3700,Non-landed Properties,1700-1800,35848.70683,20645.95265,150-160,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2800,Non-landed Properties,1000-1100,35848.70683,20645.95265,100-110,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2300,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0421,TOH TUCK ROAD,SIGNATURE PARK,21
2,3000,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2300,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,3550,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0521,TOH TUCK ROAD,SIGNATURE PARK,21
3,2900,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0521,TOH TUCK ROAD,SIGNATURE PARK,21
2,2300,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0421,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1400-1500,35848.70683,20645.95265,130-140,0421,TOH TUCK ROAD,SIGNATURE PARK,21
2,2600,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2450,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2600,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,3200,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0621,TOH TUCK ROAD,SIGNATURE PARK,21
3,2800,Non-landed Properties,1300-1400,35848.70683,20645.95265,120-130,0621,TOH TUCK ROAD,SIGNATURE PARK,21
2,2200,Non-landed Properties,1000-1100,35848.70683,20645.95265,90-100,0421,TOH TUCK ROAD,SIGNATURE PARK,21
4,5500,Non-landed Properties,2700-2800,31148.48194,34933.65005,250-260,0521,PEACH GARDEN,PEACH GARDEN,15
4,5500,Non-landed Properties,2700-2800,31148.48194,34933.65005,250-260,0621,PEACH GARDEN,PEACH GARDEN,15
NA,1700,Non-landed Properties,200-300,33000.15451,30659.10794,20-30,0521,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
NA,1750,Non-landed Properties,300-400,33000.15451,30659.10794,30-40,0421,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
1,1850,Non-landed Properties,300-400,33000.15451,30659.10794,30-40,0421,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
NA,1750,Non-landed Properties,200-300,33000.15451,30659.10794,20-30,0421,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
1,1750,Non-landed Properties,300-400,33000.15451,30659.10794,30-40,0521,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
NA,3000,Non-landed Properties,2300-2400,33000.15451,30659.10794,210-220,0521,RACE COURSE ROAD,NON-LANDED HOUSING DEVELOPMENT,08
2,4000,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4350,Non-landed Properties,1400-1500,31625.29519,23163.3504,130-140,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5300,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5900,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2650,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5500,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4000,Non-landed Properties,1000-1100,31625.29519,23163.3504,90-100,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5500,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5600,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4600,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3045,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,6800,Non-landed Properties,1400-1500,31625.29519,23163.3504,130-140,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2600,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2900,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4000,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,5195,Non-landed Properties,1200-1300,31625.29519,23163.3504,110-120,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2500,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5600,Non-landed Properties,1400-1500,31625.29519,23163.3504,130-140,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5400,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2599,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,5000,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2600,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3300,Non-landed Properties,900-1000,31625.29519,23163.3504,80-90,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5500,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4800,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2750,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2599,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2600,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4000,Non-landed Properties,900-1000,31625.29519,23163.3504,90-100,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5250,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2700,Non-landed Properties,800-900,31625.29519,23163.3504,70-80,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3000,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,3600,Non-landed Properties,900-1000,31625.29519,23163.3504,90-100,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2700,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
3,5000,Non-landed Properties,1300-1400,31625.29519,23163.3504,120-130,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2500,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3000,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
2,4450,Non-landed Properties,900-1000,31625.29519,23163.3504,90-100,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2600,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3200,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3000,Non-landed Properties,1100-1200,31625.29519,23163.3504,100-110,0521,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2800,Non-landed Properties,500-600,31625.29519,23163.3504,50-60,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3300,Non-landed Properties,1000-1100,31625.29519,23163.3504,90-100,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3700,Non-landed Properties,900-1000,31625.29519,23163.3504,80-90,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3800,Non-landed Properties,1000-1100,31625.29519,23163.3504,90-100,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3400,Non-landed Properties,900-1000,31625.29519,23163.3504,80-90,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,2800,Non-landed Properties,500-600,31625.29519,23163.3504,40-50,0621,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
1,3300,Non-landed Properties,900-1000,31625.29519,23163.3504,80-90,0421,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,05
NA,2600,Terrace House,1000-1500,36309.46971,33306.72135,100-150,0421,HOW SUN AVENUE,LANDED HOUSING DEVELOPMENT,19
2,4100,Non-landed Properties,1400-1500,31215.82382,28940.54487,130-140,0621,OXLEY ROAD,ORCHARD COURT,09
2,4300,Non-landed Properties,1400-1500,31215.82382,28940.54487,130-140,0521,OXLEY ROAD,ORCHARD COURT,09
2,3600,Non-landed Properties,1400-1500,31215.82382,28940.54487,130-140,0621,OXLEY ROAD,ORCHARD COURT,09
4,8300,Non-landed Properties,2600-2700,32950.11007,27175.64039,240-250,0521,FERNHILL ROAD,THE FERNHILL,10
NA,3000,Semi-Detached House,2000-2500,40715.40736,31952.26672,200-250,0621,JALAN LEBAT DAUN,SELETAR HILLS ESTATE,28
1,2100,Non-landed Properties,400-500,35501.87753,29476.49725,40-50,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,3400,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,4400,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0521,LORONG 3 TOA PAYOH,TREVISTA,12
2,3150,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0521,LORONG 3 TOA PAYOH,TREVISTA,12
2,3500,Non-landed Properties,1000-1100,35501.87753,29476.49725,90-100,0521,LORONG 3 TOA PAYOH,TREVISTA,12
2,3200,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,3800,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0521,LORONG 3 TOA PAYOH,TREVISTA,12
2,2900,Non-landed Properties,800-900,35501.87753,29476.49725,70-80,0421,LORONG 3 TOA PAYOH,TREVISTA,12
2,3300,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0421,LORONG 3 TOA PAYOH,TREVISTA,12
1,2000,Non-landed Properties,400-500,35501.87753,29476.49725,40-50,0421,LORONG 3 TOA PAYOH,TREVISTA,12
2,3200,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0621,LORONG 3 TOA PAYOH,TREVISTA,12
3,4000,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0621,LORONG 3 TOA PAYOH,TREVISTA,12
3,3900,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0621,LORONG 3 TOA PAYOH,TREVISTA,12
1,1900,Non-landed Properties,400-500,35501.87753,29476.49725,40-50,0621,LORONG 3 TOA PAYOH,TREVISTA,12
3,3600,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0621,LORONG 3 TOA PAYOH,TREVISTA,12
2,3600,Non-landed Properties,1000-1100,35501.87753,29476.49725,90-100,0421,LORONG 3 TOA PAYOH,TREVISTA,12
2,3400,Non-landed Properties,1000-1100,35501.87753,29476.49725,90-100,0421,LORONG 3 TOA PAYOH,TREVISTA,12
1,2000,Non-landed Properties,400-500,35501.87753,29476.49725,40-50,0421,LORONG 3 TOA PAYOH,TREVISTA,12
2,3400,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,3450,Non-landed Properties,1000-1100,35501.87753,29476.49725,100-110,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,4000,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,4600,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0621,LORONG 3 TOA PAYOH,TREVISTA,12
1,2450,Non-landed Properties,600-700,35501.87753,29476.49725,60-70,0621,LORONG 3 TOA PAYOH,TREVISTA,12
1,3000,Non-landed Properties,600-700,35501.87753,29476.49725,60-70,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,3800,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,4300,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,3800,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0621,LORONG 3 TOA PAYOH,TREVISTA,12
2,3500,Non-landed Properties,900-1000,35501.87753,29476.49725,80-90,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,3850,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,4555,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0521,LORONG 3 TOA PAYOH,TREVISTA,12
3,3800,Non-landed Properties,1000-1100,35501.87753,29476.49725,100-110,0621,LORONG 3 TOA PAYOH,TREVISTA,12
3,4200,Non-landed Properties,1100-1200,35501.87753,29476.49725,100-110,0421,LORONG 3 TOA PAYOH,TREVISTA,12
3,4200,Non-landed Properties,1200-1300,35501.87753,29476.49725,110-120,0421,LORONG 3 TOA PAYOH,TREVISTA,12
NA,8000,Semi-Detached House,4000-4500,31233.1346,34884.41182,350-400,0621,MEYER ROAD,LANDED HOUSING DEVELOPMENT,15
NA,12000,Detached House,6500-7000,31233.1346,34884.41182,600-650,0621,MEYER ROAD,LANDED HOUSING DEVELOPMENT,15
NA,7600,Terrace House,2500-3000,33935.16795,19307.76406,250-300,0621,FABER WALK,WATERFRONT @ FABER,05
2,1500,Non-landed Properties,700-800,33935.16795,19307.76406,70-80,0621,FABER WALK,WATERFRONT @ FABER,05
3,3300,Non-landed Properties,1000-1100,33935.16795,19307.76406,90-100,0621,FABER WALK,WATERFRONT @ FABER,05
2,2400,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0521,FABER WALK,WATERFRONT @ FABER,05
2,2150,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0421,FABER WALK,WATERFRONT @ FABER,05
3,2450,Non-landed Properties,1000-1100,33935.16795,19307.76406,90-100,0421,FABER WALK,WATERFRONT @ FABER,05
2,2000,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0621,FABER WALK,WATERFRONT @ FABER,05
2,2100,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0621,FABER WALK,WATERFRONT @ FABER,05
2,2500,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0621,FABER WALK,WATERFRONT @ FABER,05
2,2600,Non-landed Properties,700-800,33935.16795,19307.76406,60-70,0421,FABER WALK,WATERFRONT @ FABER,05
2,3400,Non-landed Properties,1100-1200,33382.52068,20064.05465,100-110,0521,JALAN LEMPENG,THE TRILINQ,05
3,4000,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0521,JALAN LEMPENG,THE TRILINQ,05
2,2800,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0421,JALAN LEMPENG,THE TRILINQ,05
2,3000,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0621,JALAN LEMPENG,THE TRILINQ,05
3,4000,Non-landed Properties,1000-1100,33382.52068,20064.05465,90-100,0621,JALAN LEMPENG,THE TRILINQ,05
4,4400,Non-landed Properties,1500-1600,33382.52068,20064.05465,140-150,0621,JALAN LEMPENG,THE TRILINQ,05
3,3600,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0621,JALAN LEMPENG,THE TRILINQ,05
3,3300,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0421,JALAN LEMPENG,THE TRILINQ,05
2,3550,Non-landed Properties,1100-1200,33382.52068,20064.05465,100-110,0421,JALAN LEMPENG,THE TRILINQ,05
3,3300,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0521,JALAN LEMPENG,THE TRILINQ,05
3,4500,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0521,JALAN LEMPENG,THE TRILINQ,05
2,3000,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0421,JALAN LEMPENG,THE TRILINQ,05
3,4300,Non-landed Properties,1300-1400,33382.52068,20064.05465,120-130,0621,JALAN LEMPENG,THE TRILINQ,05
2,2880,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0621,JALAN LEMPENG,THE TRILINQ,05
3,2900,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0621,JALAN LEMPENG,THE TRILINQ,05
3,3200,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0621,JALAN LEMPENG,THE TRILINQ,05
3,3800,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0621,JALAN LEMPENG,THE TRILINQ,05
2,3500,Non-landed Properties,1100-1200,33382.52068,20064.05465,100-110,0421,JALAN LEMPENG,THE TRILINQ,05
1,2400,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0521,JALAN LEMPENG,THE TRILINQ,05
1,2400,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0521,JALAN LEMPENG,THE TRILINQ,05
2,2900,Non-landed Properties,600-700,33382.52068,20064.05465,60-70,0521,JALAN LEMPENG,THE TRILINQ,05
1,2500,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0521,JALAN LEMPENG,THE TRILINQ,05
1,2300,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0421,JALAN LEMPENG,THE TRILINQ,05
1,2450,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0421,JALAN LEMPENG,THE TRILINQ,05
1,2600,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0421,JALAN LEMPENG,THE TRILINQ,05
2,3300,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0621,JALAN LEMPENG,THE TRILINQ,05
2,2800,Non-landed Properties,700-800,33382.52068,20064.05465,60-70,0621,JALAN LEMPENG,THE TRILINQ,05
3,3300,Non-landed Properties,900-1000,33382.52068,20064.05465,80-90,0621,JALAN LEMPENG,THE TRILINQ,05
1,2600,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0521,JALAN LEMPENG,THE TRILINQ,05
1,2300,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0621,JALAN LEMPENG,THE TRILINQ,05
1,2450,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0421,JALAN LEMPENG,THE TRILINQ,05
1,2600,Non-landed Properties,500-600,33382.52068,20064.05465,40-50,0421,JALAN LEMPENG,THE TRILINQ,05
1,2600,Non-landed Properties,800-900,32982.56564,34876.42889,70-80,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3600,Non-landed Properties,900-1000,32982.56564,34876.42889,90-100,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2500,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3600,Non-landed Properties,900-1000,32982.56564,34876.42889,80-90,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2500,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2550,Non-landed Properties,700-800,32982.56564,34876.42889,60-70,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3500,Non-landed Properties,900-1000,32982.56564,34876.42889,90-100,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2800,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,3000,Non-landed Properties,800-900,32982.56564,34876.42889,70-80,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2500,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
2,4000,Non-landed Properties,900-1000,32982.56564,34876.42889,80-90,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2574,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
3,6000,Non-landed Properties,1900-2000,32982.56564,34876.42889,180-190,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2800,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2500,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2400,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3200,Non-landed Properties,900-1000,32982.56564,34876.42889,80-90,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,3000,Non-landed Properties,800-900,32982.56564,34876.42889,70-80,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3400,Non-landed Properties,900-1000,32982.56564,34876.42889,80-90,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
2,3500,Non-landed Properties,900-1000,32982.56564,34876.42889,80-90,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,3200,Non-landed Properties,800-900,32982.56564,34876.42889,70-80,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2650,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2600,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
2,4100,Non-landed Properties,1200-1300,32982.56564,34876.42889,110-120,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2450,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
3,5000,Non-landed Properties,1300-1400,32982.56564,34876.42889,120-130,0521,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2550,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
1,2500,Non-landed Properties,500-600,32982.56564,34876.42889,50-60,0621,TANJONG KATONG ROAD,KATONG REGENCY,15
3,5000,Non-landed Properties,1300-1400,32982.56564,34876.42889,120-130,0421,TANJONG KATONG ROAD,KATONG REGENCY,15
