noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,Freehold,CCR,3,09,,27702.15109,Condominium,7950000,THE TATE RESIDENCES,32308.39605,06-10,298,CLAYMORE ROAD,0121,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,8600000,THE TATE RESIDENCES,32308.39605,06-10,298,CLAYMORE ROAD,0621,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,8800000,THE TATE RESIDENCES,32308.39605,06-10,298,CLAYMORE ROAD,0921,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,4620000,THE TATE RESIDENCES,32308.39605,11-15,176,CLAYMORE ROAD,0321,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,5000000,THE TATE RESIDENCES,32308.39605,31-35,176,CLAYMORE ROAD,0821,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,6750000,THE TATE RESIDENCES,32308.39605,21-25,204,CLAYMORE ROAD,0622,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,5250000,THE TATE RESIDENCES,32308.39605,31-35,176,CLAYMORE ROAD,0122,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,7080000,THE TATE RESIDENCES,32308.39605,16-20,204,CLAYMORE ROAD,0323,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,9550000,THE TATE RESIDENCES,32308.39605,21-25,299,CLAYMORE ROAD,1122,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,9000000,THE TATE RESIDENCES,32308.39605,16-20,299,CLAYMORE ROAD,0624,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,9200000,THE TATE RESIDENCES,32308.39605,06-10,298,CLAYMORE ROAD,1124,Strata
1,Freehold,CCR,3,09,,27702.15109,Condominium,9700000,THE TATE RESIDENCES,32308.39605,11-15,298,CLAYMORE ROAD,0425,Strata
1,Freehold,CCR,3,11,,24922.61563,Terrace,5520000,LANDED HOUSING DEVELOPMENT,35051.66449,-,220.4,GREENWOOD PLACE,0821,Land
1,Freehold,CCR,3,10,,24079.8425091926,Detached,37000000,LANDED HOUSING DEVELOPMENT,33518.3056748953,-,2039.4,BIN TONG PARK,1220,Land
1,Freehold,OCR,1,11,,33093.909,Semi-detached,7480000,LANDED HOUSING DEVELOPMENT,38161.98607,-,202,FLOWER ROAD,0223,Land
1,Freehold,OCR,1,11,,33093.909,Strata Terrace,9578800,LANDED HOUSING DEVELOPMENT,38161.98607,-,231.2,FLOWER ROAD,0223,Strata
1,Freehold,OCR,1,11,,33093.909,Terrace,12350000,LANDED HOUSING DEVELOPMENT,38161.98607,-,301.5,FLOWER ROAD,0822,Land
1,Freehold,OCR,1,11,,33093.909,Detached,33888000,LANDED HOUSING DEVELOPMENT,38161.98607,-,1021.8,FLOWER ROAD,1123,Land
1,Freehold,OCR,1,11,,33093.909,Semi-detached,7580000,LANDED HOUSING DEVELOPMENT,38161.98607,-,211,FLOWER ROAD,0823,Land
1,Freehold,OCR,1,11,,33093.909,Semi-detached,8000000,LANDED HOUSING DEVELOPMENT,38161.98607,-,218,FLOWER ROAD,0823,Land
1,Freehold,OCR,1,11,,33093.909,Terrace,11050000,LANDED HOUSING DEVELOPMENT,38161.98607,-,256,FLOWER ROAD,0925,Land
1,Freehold,OCR,1,11,,33093.909,Semi-detached,13600000,LANDED HOUSING DEVELOPMENT,38161.98607,-,296,FLOWER ROAD,0225,Land
1,Freehold,OCR,1,11,,33093.909,Terrace,10022000,LANDED HOUSING DEVELOPMENT,38161.98607,-,236,FLOWER ROAD,0325,Land
1,Freehold,OCR,1,11,,33093.909,Terrace,8800000,LANDED HOUSING DEVELOPMENT,38161.98607,-,200,FLOWER ROAD,0725,Land
1,Freehold,OCR,1,11,,33093.909,Detached,19998000,LANDED HOUSING DEVELOPMENT,38161.98607,-,582,FLOWER ROAD,0125,Land
1,Freehold,RCR,3,14,,34556.405991095,Detached,5800000,LANDED HOUSING DEVELOPMENT,32873.0264728354,-,256.1,GUILLEMARD ROAD,0421,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3200000,GENTLE VILLAS,33731.60042,-,204.8,GENTLE DRIVE,1120,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,2960000,GENTLE VILLAS,33731.60042,-,210.3,GENTLE DRIVE,0421,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3100000,GENTLE VILLAS,33731.60042,-,239.9,GENTLE DRIVE,0421,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Detached,5700000,GENTLE VILLAS,33731.60042,-,496.9,GENTLE DRIVE,0322,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3450000,GENTLE VILLAS,33731.60042,-,214.1,GENTLE DRIVE,0722,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3400000,GENTLE VILLAS,33731.60042,-,209.5,GENTLE DRIVE,0922,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,4065000,GENTLE VILLAS,33731.60042,-,207.2,GENTLE DRIVE,0924,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3680000,GENTLE VILLAS,33731.60042,-,211.2,GENTLE DRIVE,0924,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,3500000,GENTLE VILLAS,33731.60042,-,204.3,GENTLE DRIVE,0324,Land
1,99 yrs lease commencing from 1993,CCR,3,11,,28779.92081,Semi-detached,4088000,GENTLE VILLAS,33731.60042,-,207.2,GENTLE DRIVE,0325,Land
1,999 yrs lease commencing from 1876,CCR,3,10,,23116.05359,Apartment,5500000,QUEEN ASTRID GARDENS,33442.49151,01-05,224,QUEEN ASTRID GARDENS,0223,Strata
1,Freehold,RCR,3,12,,29824.92276,Apartment,1338888,SUMMER GREEN,34355.20104,06-10,120,BOON TECK ROAD,0121,Strata
1,Freehold,RCR,3,12,,29824.92276,Apartment,1350000,SUMMER GREEN,34355.20104,01-05,120,BOON TECK ROAD,0321,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1125000,THE ALCOVE,32921.74323,01-05,126,LORONG 27 GEYLANG,1020,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1600000,THE ALCOVE,32921.74323,06-10,221,LORONG 27 GEYLANG,0321,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,975000,THE ALCOVE,32921.74323,06-10,99,LORONG 27 GEYLANG,1021,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1150000,THE ALCOVE,32921.74323,01-05,128,LORONG 27 GEYLANG,0621,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1200000,THE ALCOVE,32921.74323,06-10,121,LORONG 27 GEYLANG,1021,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1190000,THE ALCOVE,32921.74323,01-05,118,LORONG 27 GEYLANG,0821,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1175000,THE ALCOVE,32921.74323,01-05,123,LORONG 27 GEYLANG,0421,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1260000,THE ALCOVE,32921.74323,01-05,123,LORONG 27 GEYLANG,0222,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1200000,THE ALCOVE,32921.74323,01-05,128,LORONG 27 GEYLANG,0422,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1780000,THE ALCOVE,32921.74323,06-10,215,LORONG 27 GEYLANG,0222,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1250000,THE ALCOVE,32921.74323,01-05,118,LORONG 27 GEYLANG,0422,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1390000,THE ALCOVE,32921.74323,01-05,128,LORONG 27 GEYLANG,1022,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,2050000,THE ALCOVE,32921.74323,06-10,240,LORONG 27 GEYLANG,0922,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1430000,THE ALCOVE,32921.74323,06-10,120,LORONG 27 GEYLANG,0524,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1160000,THE ALCOVE,32921.74323,06-10,101,LORONG 27 GEYLANG,1123,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1458000,THE ALCOVE,32921.74323,06-10,123,LORONG 27 GEYLANG,0624,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1360000,THE ALCOVE,32921.74323,01-05,115,LORONG 27 GEYLANG,0324,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1530000,THE ALCOVE,32921.74323,06-10,126,LORONG 27 GEYLANG,0923,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1500000,THE ALCOVE,32921.74323,06-10,128,LORONG 27 GEYLANG,0924,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1590000,THE ALCOVE,32921.74323,01-05,144,LORONG 27 GEYLANG,0925,Strata
1,99 yrs lease commencing from 2000,RCR,3,14,,33642.06298,Apartment,1575000,THE ALCOVE,32921.74323,01-05,126,LORONG 27 GEYLANG,0225,Strata
1,Freehold,RCR,3,08,,29703.12242,Apartment,950000,D'CAMBRIDGE,32994.16426,01-05,68,CAMBRIDGE ROAD,0421,Strata
1,Freehold,RCR,3,08,,29703.12242,Apartment,2808888,D'CAMBRIDGE,32994.16426,01-05,253,CAMBRIDGE ROAD,1221,Strata
1,Freehold,RCR,3,08,,29703.12242,Apartment,2880000,D'CAMBRIDGE,32994.16426,01-05,248,CAMBRIDGE ROAD,1022,Strata
1,Freehold,RCR,3,08,,29703.12242,Apartment,1900000,D'CAMBRIDGE,32994.16426,01-05,111,CAMBRIDGE ROAD,0625,Strata
1,Freehold,RCR,3,08,,29703.12242,Apartment,1688000,D'CAMBRIDGE,32994.16426,01-05,95,CAMBRIDGE ROAD,0825,Strata
1,Freehold,RCR,3,08,,30123.08516,Apartment,980000,RITZ @ FARRER,32471.67163,01-05,74,RACE COURSE ROAD,0221,Strata
1,Freehold,RCR,3,08,,30123.08516,Apartment,1150000,RITZ @ FARRER,32471.67163,06-10,71,RACE COURSE ROAD,0421,Strata
1,Freehold,RCR,3,08,,30123.08516,Apartment,850000,RITZ @ FARRER,32471.67163,01-05,55,RACE COURSE ROAD,0424,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,820000,LEVENUE,34540.22148,06-10,46,LENGKONG EMPAT,0725,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,700000,LEVENUE,34540.22148,01-05,53,LENGKONG EMPAT,1020,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,1010000,LEVENUE,34540.22148,11-15,90,LENGKONG EMPAT,0422,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,770000,LEVENUE,34540.22148,01-05,46,LENGKONG EMPAT,0722,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,770000,LEVENUE,34540.22148,06-10,44,LENGKONG EMPAT,0323,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,758000,LEVENUE,34540.22148,06-10,43,LENGKONG EMPAT,0623,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,790000,LEVENUE,34540.22148,11-15,44,LENGKONG EMPAT,1224,Strata
1,Freehold,OCR,3,14,,36950.53978,Apartment,779000,LEVENUE,34540.22148,06-10,43,LENGKONG EMPAT,0625,Strata
1,Freehold,OCR,3,13,,31282.8465,Strata Detached,3400000,ONE LYNWOOD,36283.46227,-,459,LYNWOOD GROVE,0521,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,668000,CENTRAL IMPERIAL,32693.51907,06-10,51,LORONG 14 GEYLANG,0221,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,808000,CENTRAL IMPERIAL,32693.51907,01-05,69,LORONG 14 GEYLANG,0621,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,730980,CENTRAL IMPERIAL,32693.51907,01-05,73,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,620100,CENTRAL IMPERIAL,32693.51907,01-05,64,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,730980,CENTRAL IMPERIAL,32693.51907,01-05,73,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,730980,CENTRAL IMPERIAL,32693.51907,01-05,73,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,560790,CENTRAL IMPERIAL,32693.51907,06-10,56,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,890000,CENTRAL IMPERIAL,32693.51907,06-10,69,LORONG 14 GEYLANG,0421,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,560000,CENTRAL IMPERIAL,32693.51907,06-10,39,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,695000,CENTRAL IMPERIAL,32693.51907,06-10,54,LORONG 14 GEYLANG,0921,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,858000,CENTRAL IMPERIAL,32693.51907,01-05,102,LORONG 14 GEYLANG,0921,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,690990,CENTRAL IMPERIAL,32693.51907,01-05,69,LORONG 14 GEYLANG,0821,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,800000,CENTRAL IMPERIAL,32693.51907,06-10,73,LORONG 14 GEYLANG,0122,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,720000,CENTRAL IMPERIAL,32693.51907,01-05,56,LORONG 14 GEYLANG,0122,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,610000,CENTRAL IMPERIAL,32693.51907,01-05,39,LORONG 14 GEYLANG,1222,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,830000,CENTRAL IMPERIAL,32693.51907,01-05,56,LORONG 14 GEYLANG,0523,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,700000,CENTRAL IMPERIAL,32693.51907,01-05,51,LORONG 14 GEYLANG,0524,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,980000,CENTRAL IMPERIAL,32693.51907,06-10,54,LORONG 14 GEYLANG,1124,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,718000,CENTRAL IMPERIAL,32693.51907,01-05,51,LORONG 14 GEYLANG,0425,Strata
1,Freehold,RCR,3,14,,33107.72186,Apartment,728000,CENTRAL IMPERIAL,32693.51907,06-10,51,LORONG 14 GEYLANG,0625,Strata
1,Freehold,CCR,3,10,,24952.23611,Detached,11990000,LANDED HOUSING DEVELOPMENT,33644.30844,-,627.7,KINGSMEAD ROAD,0421,Land
1,Freehold,CCR,3,10,,24952.23611,Detached,14735000,LANDED HOUSING DEVELOPMENT,33644.30844,-,627.1,KINGSMEAD ROAD,0522,Land
1,Freehold,CCR,3,10,,24952.23611,Detached,14500000,LANDED HOUSING DEVELOPMENT,33644.30844,-,586.2,KINGSMEAD ROAD,0222,Land
1,Freehold,CCR,3,10,,24952.23611,Detached,17420000,LANDED HOUSING DEVELOPMENT,33644.30844,-,643.3,KINGSMEAD ROAD,0224,Land
1,Freehold,CCR,3,09,,27879.61291,Condominium,3300000,THE COSMOPOLITAN,30892.05881,26-30,130,KIM SENG ROAD,0121,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2680000,THE COSMOPOLITAN,30892.05881,31-35,106,KIM SENG ROAD,1220,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2720000,THE COSMOPOLITAN,30892.05881,26-30,106,KIM SENG ROAD,0221,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3100000,THE COSMOPOLITAN,30892.05881,06-10,123,KIM SENG ROAD,0321,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,4028000,THE COSMOPOLITAN,30892.05881,11-15,156,KIM SENG ROAD,0421,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2740000,THE COSMOPOLITAN,30892.05881,21-25,106,KIM SENG ROAD,0722,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3105000,THE COSMOPOLITAN,30892.05881,11-15,123,KIM SENG ROAD,0421,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2750000,THE COSMOPOLITAN,30892.05881,11-15,106,KIM SENG ROAD,0122,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3300000,THE COSMOPOLITAN,30892.05881,26-30,130,KIM SENG ROAD,0221,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3250000,THE COSMOPOLITAN,30892.05881,11-15,130,KIM SENG ROAD,0422,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2950000,THE COSMOPOLITAN,30892.05881,31-35,106,KIM SENG ROAD,0722,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3700000,THE COSMOPOLITAN,30892.05881,16-20,130,KIM SENG ROAD,1122,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2800000,THE COSMOPOLITAN,30892.05881,06-10,106,KIM SENG ROAD,0223,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2880000,THE COSMOPOLITAN,30892.05881,36-40,106,KIM SENG ROAD,0123,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3700000,THE COSMOPOLITAN,30892.05881,16-20,123,KIM SENG ROAD,1023,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,4600000,THE COSMOPOLITAN,30892.05881,06-10,156,KIM SENG ROAD,0224,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3730000,THE COSMOPOLITAN,30892.05881,26-30,123,KIM SENG ROAD,1124,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,2850000,THE COSMOPOLITAN,30892.05881,31-35,106,KIM SENG ROAD,0325,Strata
1,Freehold,CCR,3,09,,27879.61291,Condominium,3780000,THE COSMOPOLITAN,30892.05881,11-15,123,KIM SENG ROAD,0525,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,6250000,ORCHARD VIEW,31651.24858,31-35,235,ANGULLIA PARK,0121,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,7100000,ORCHARD VIEW,31651.24858,31-35,235,ANGULLIA PARK,1021,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,5800000,ORCHARD VIEW,31651.24858,16-20,235,ANGULLIA PARK,0621,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,6300000,ORCHARD VIEW,31651.24858,26-30,235,ANGULLIA PARK,0621,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,7000000,ORCHARD VIEW,31651.24858,16-20,235,ANGULLIA PARK,0922,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,7000000,ORCHARD VIEW,31651.24858,31-35,235,ANGULLIA PARK,1024,Strata
1,Freehold,CCR,3,09,,27571.6047,Apartment,7000000,ORCHARD VIEW,31651.24858,31-35,235,ANGULLIA PARK,0125,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,4200000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,1020,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6800000,REGENCY PARK,30925.99921,16-20,339,NATHAN ROAD,0221,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7300000,REGENCY PARK,30925.99921,11-15,339,NATHAN ROAD,0321,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5700000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,0321,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6100000,REGENCY PARK,30925.99921,11-15,295,NATHAN ROAD,0421,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7300000,REGENCY PARK,30925.99921,06-10,339,NATHAN ROAD,0321,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6050000,REGENCY PARK,30925.99921,01-05,295,NATHAN ROAD,0621,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6400000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,1021,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7300000,REGENCY PARK,30925.99921,01-05,339,NATHAN ROAD,1121,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,4500000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0921,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7400000,REGENCY PARK,30925.99921,21-25,339,NATHAN ROAD,0421,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,4180000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0322,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6400000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,0522,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7200000,REGENCY PARK,30925.99921,21-25,339,NATHAN ROAD,0722,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,14113000,REGENCY PARK,30925.99921,21-25,596,NATHAN ROAD,0822,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6800000,REGENCY PARK,30925.99921,21-25,339,NATHAN ROAD,0722,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5000000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,1022,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5080000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,1222,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7700000,REGENCY PARK,30925.99921,16-20,339,NATHAN ROAD,0123,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6625000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,0922,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6477000,REGENCY PARK,30925.99921,11-15,295,NATHAN ROAD,0323,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5200000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0523,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,8800000,REGENCY PARK,30925.99921,16-20,339,NATHAN ROAD,1122,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,8450000,REGENCY PARK,30925.99921,21-25,339,NATHAN ROAD,0924,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6600000,REGENCY PARK,30925.99921,11-15,295,NATHAN ROAD,0924,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5150000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,0923,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7840000,REGENCY PARK,30925.99921,01-05,339,NATHAN ROAD,0824,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5125000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0924,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,4825000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,1024,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5200000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,0524,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6670000,REGENCY PARK,30925.99921,01-05,295,NATHAN ROAD,1224,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7000000,REGENCY PARK,30925.99921,21-25,295,NATHAN ROAD,1224,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6450000,REGENCY PARK,30925.99921,01-05,295,NATHAN ROAD,0524,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5300000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,0925,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5000000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0625,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5280000,REGENCY PARK,30925.99921,01-05,210,NATHAN ROAD,0725,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7150000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,0525,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,8305000,REGENCY PARK,30925.99921,01-05,339,NATHAN ROAD,0625,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5138000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0825,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,7250000,REGENCY PARK,30925.99921,16-20,295,NATHAN ROAD,0825,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,6600000,REGENCY PARK,30925.99921,01-05,295,NATHAN ROAD,0625,Strata
1,Freehold,CCR,3,10,,27265.13377,Condominium,5100000,REGENCY PARK,30925.99921,01-05,209,NATHAN ROAD,0125,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1090000,CASA MEYA,34788.60606,06-10,75,MEYAPPA CHETTIAR ROAD,1020,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1110000,CASA MEYA,34788.60606,01-05,75,MEYAPPA CHETTIAR ROAD,0521,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1300000,CASA MEYA,34788.60606,01-05,75,MEYAPPA CHETTIAR ROAD,1222,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,2150000,CASA MEYA,34788.60606,11-15,217,MEYAPPA CHETTIAR ROAD,1122,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1380000,CASA MEYA,34788.60606,06-10,75,MEYAPPA CHETTIAR ROAD,0524,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1470000,CASA MEYA,34788.60606,06-10,75,MEYAPPA CHETTIAR ROAD,0624,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,2150000,CASA MEYA,34788.60606,06-10,111,MEYAPPA CHETTIAR ROAD,0525,Strata
1,Freehold,RCR,3,13,,31736.89245,Apartment,1500000,CASA MEYA,34788.60606,06-10,75,MEYAPPA CHETTIAR ROAD,0625,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1880000,ONE ST MICHAEL'S,34104.5634,11-15,128,ST. MICHAEL'S ROAD,1121,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1480000,ONE ST MICHAEL'S,34104.5634,01-05,103,ST. MICHAEL'S ROAD,0921,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1378000,ONE ST MICHAEL'S,34104.5634,16-20,87,ST. MICHAEL'S ROAD,0921,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1715000,ONE ST MICHAEL'S,34104.5634,11-15,116,ST. MICHAEL'S ROAD,0821,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1740000,ONE ST MICHAEL'S,34104.5634,06-10,116,ST. MICHAEL'S ROAD,0921,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1891000,ONE ST MICHAEL'S,34104.5634,11-15,117,ST. MICHAEL'S ROAD,0522,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1780000,ONE ST MICHAEL'S,34104.5634,01-05,117,ST. MICHAEL'S ROAD,1021,Strata
1,Freehold,RCR,3,12,,31482.30729,Condominium,1740000,ONE ST MICHAEL'S,34104.5634,16-20,110,ST. MICHAEL'S ROAD,0422,Strata
