noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1921000,PROMENADE PEAK,,16-20,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2005700,PROMENADE PEAK,,31-35,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1834300,PROMENADE PEAK,,01-05,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1947600,PROMENADE PEAK,,21-25,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1827600,PROMENADE PEAK,,01-05,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1963600,PROMENADE PEAK,,21-25,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1981700,PROMENADE PEAK,,26-30,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1934300,PROMENADE PEAK,,16-20,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1941000,PROMENADE PEAK,,16-20,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1914300,PROMENADE PEAK,,16-20,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1847600,PROMENADE PEAK,,06-10,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1820900,PROMENADE PEAK,,01-05,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1854300,PROMENADE PEAK,,06-10,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1874300,PROMENADE PEAK,,06-10,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1969700,PROMENADE PEAK,,21-25,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2065700,PROMENADE PEAK,,41-45,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1907600,PROMENADE PEAK,,11-15,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1840900,PROMENADE PEAK,,01-05,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1990700,PROMENADE PEAK,,26-30,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1957600,PROMENADE PEAK,,21-25,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3149600,PROMENADE PEAK,,36-40,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2933700,PROMENADE PEAK,,16-20,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2964700,PROMENADE PEAK,,16-20,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3019500,PROMENADE PEAK,,21-25,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2840800,PROMENADE PEAK,,06-10,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3093800,PROMENADE PEAK,,31-35,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2861400,PROMENADE PEAK,,06-10,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2892400,PROMENADE PEAK,,11-15,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2959500,PROMENADE PEAK,,16-20,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2944100,PROMENADE PEAK,,16-20,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2830400,PROMENADE PEAK,,06-10,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3120400,PROMENADE PEAK,,16-20,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3211300,PROMENADE PEAK,,26-30,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3045100,PROMENADE PEAK,,11-15,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3235500,PROMENADE PEAK,,31-35,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3332400,PROMENADE PEAK,,41-45,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3293600,PROMENADE PEAK,,36-40,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2959000,PROMENADE PEAK,,01-05,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3322700,PROMENADE PEAK,,36-40,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3274300,PROMENADE PEAK,,31-35,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3254900,PROMENADE PEAK,,31-35,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3055800,PROMENADE PEAK,,11-15,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3216200,PROMENADE PEAK,,26-30,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3313000,PROMENADE PEAK,,36-40,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2991300,PROMENADE PEAK,,06-10,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2969800,PROMENADE PEAK,,01-05,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3088100,PROMENADE PEAK,,16-20,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3012800,PROMENADE PEAK,,06-10,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3187100,PROMENADE PEAK,,26-30,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3177400,PROMENADE PEAK,,21-25,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3115000,PROMENADE PEAK,,16-20,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3245200,PROMENADE PEAK,,31-35,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3141900,PROMENADE PEAK,,21-25,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3342100,PROMENADE PEAK,,41-45,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3066600,PROMENADE PEAK,,11-15,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2980500,PROMENADE PEAK,,06-10,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2937500,PROMENADE PEAK,,01-05,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3284000,PROMENADE PEAK,,36-40,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3264600,PROMENADE PEAK,,31-35,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3077400,PROMENADE PEAK,,11-15,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3023600,PROMENADE PEAK,,06-10,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,4010400,PROMENADE PEAK,,56-60,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1543300,PROMENADE PEAK,,21-25,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2295100,PROMENADE PEAK,,16-20,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3708800,PROMENADE PEAK,,46-50,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3829800,PROMENADE PEAK,,51-55,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2011600,PROMENADE PEAK,,26-30,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2030900,PROMENADE PEAK,,21-25,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2015000,PROMENADE PEAK,,21-25,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1817692,PROMENADE PEAK,,06-10,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3052000,PROMENADE PEAK,,26-30,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2913100,PROMENADE PEAK,,11-15,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1548000,PROMENADE PEAK,,21-25,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1569700,PROMENADE PEAK,,26-30,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5313100,PROMENADE PEAK,,46-50,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2479600,PROMENADE PEAK,,36-40,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3028800,PROMENADE PEAK,,26-30,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2985400,PROMENADE PEAK,,21-25,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2227100,PROMENADE PEAK,,16-20,71,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2162100,PROMENADE PEAK,,06-10,71,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2177400,PROMENADE PEAK,,11-15,71,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2257600,PROMENADE PEAK,,21-25,71,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1960200,PROMENADE PEAK,,16-20,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2000200,PROMENADE PEAK,,21-25,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1867200,PROMENADE PEAK,,01-05,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1881000,PROMENADE PEAK,,06-10,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1908500,PROMENADE PEAK,,11-15,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2021900,PROMENADE PEAK,,26-30,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1874100,PROMENADE PEAK,,06-10,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,6584600,PROMENADE PEAK,,56-60,175,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1853400,PROMENADE PEAK,,01-05,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1894800,PROMENADE PEAK,,06-10,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1901600,PROMENADE PEAK,,06-10,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1915400,PROMENADE PEAK,,11-15,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3932700,PROMENADE PEAK,,51-55,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2024200,PROMENADE PEAK,,36-40,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1965100,PROMENADE PEAK,,26-30,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2006500,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3167700,PROMENADE PEAK,,21-25,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3196800,PROMENADE PEAK,,26-30,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3308200,PROMENADE PEAK,,36-40,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1438700,PROMENADE PEAK,,06-10,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1480900,PROMENADE PEAK,,11-15,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1539400,PROMENADE PEAK,,26-30,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1529900,PROMENADE PEAK,,21-25,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1475600,PROMENADE PEAK,,11-15,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1428200,PROMENADE PEAK,,01-05,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1507200,PROMENADE PEAK,,16-20,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1499300,PROMENADE PEAK,,16-20,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1459800,PROMENADE PEAK,,11-15,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1512500,PROMENADE PEAK,,21-25,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1454500,PROMENADE PEAK,,06-10,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1422900,PROMENADE PEAK,,01-05,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1433400,PROMENADE PEAK,,06-10,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1534600,PROMENADE PEAK,,26-30,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1465100,PROMENADE PEAK,,11-15,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1582100,PROMENADE PEAK,,36-40,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5220600,PROMENADE PEAK,,41-45,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5467400,PROMENADE PEAK,,56-60,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2388750,PROMENADE PEAK,,41-45,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5385100,PROMENADE PEAK,,51-55,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2200800,PROMENADE PEAK,,06-10,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2435800,PROMENADE PEAK,,36-40,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5405700,PROMENADE PEAK,,51-55,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5570200,PROMENADE PEAK,,61-65,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5261700,PROMENADE PEAK,,46-50,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5344000,PROMENADE PEAK,,46-50,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2212600,PROMENADE PEAK,,06-10,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5529100,PROMENADE PEAK,,56-60,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2432300,PROMENADE PEAK,,36-40,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5488000,PROMENADE PEAK,,56-60,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5323400,PROMENADE PEAK,,46-50,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5446800,PROMENADE PEAK,,51-55,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1833000,PROMENADE PEAK,,06-10,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1885600,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1988700,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3824000,PROMENADE PEAK,,41-45,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1994700,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1915200,PROMENADE PEAK,,16-20,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1879000,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1892200,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2036000,PROMENADE PEAK,,36-40,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2047900,PROMENADE PEAK,,41-45,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3839500,PROMENADE PEAK,,41-45,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1826500,PROMENADE PEAK,,01-05,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3870600,PROMENADE PEAK,,46-50,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1941400,PROMENADE PEAK,,21-25,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3979400,PROMENADE PEAK,,51-55,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1865900,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1976900,PROMENADE PEAK,,26-30,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1905300,PROMENADE PEAK,,16-20,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1813300,PROMENADE PEAK,,01-05,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1839600,PROMENADE PEAK,,06-10,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1988700,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2053800,PROMENADE PEAK,,41-45,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1965100,PROMENADE PEAK,,26-30,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1849500,PROMENADE PEAK,,06-10,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1885600,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2006500,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2024200,PROMENADE PEAK,,36-40,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3994900,PROMENADE PEAK,,51-55,111,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1891300,PROMENADE PEAK,,06-10,64,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2053800,PROMENADE PEAK,,41-45,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1438700,PROMENADE PEAK,,06-10,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1993700,PROMENADE PEAK,,26-30,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1999700,PROMENADE PEAK,,26-30,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2856200,PROMENADE PEAK,,06-10,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2975000,PROMENADE PEAK,,16-20,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2047900,PROMENADE PEAK,,41-45,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1879000,PROMENADE PEAK,,11-15,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1982800,PROMENADE PEAK,,26-30,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1925000,PROMENADE PEAK,,16-20,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2018300,PROMENADE PEAK,,36-40,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1819900,PROMENADE PEAK,,01-05,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1833000,PROMENADE PEAK,,06-10,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2000600,PROMENADE PEAK,,31-35,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1898700,PROMENADE PEAK,,16-20,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1941400,PROMENADE PEAK,,21-25,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1947300,PROMENADE PEAK,,21-25,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1931600,PROMENADE PEAK,,21-25,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1953300,PROMENADE PEAK,,21-25,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1859300,PROMENADE PEAK,,06-10,61,ZION PROMENADE,0825,Strata
