noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,Freehold,OCR,3,05,,20715.66618,Condominium,2410000,THE STELLAR,30688.13741,01-05,124,WEST COAST ROAD,1224,Strata
1,Freehold,OCR,3,05,,20715.66618,Condominium,2050000,THE STELLAR,30688.13741,01-05,122,WEST COAST ROAD,1024,Strata
1,Freehold,OCR,3,05,,20715.66618,Condominium,2588000,THE STELLAR,30688.13741,01-05,138,WEST COAST ROAD,0325,Strata
1,Freehold,OCR,3,05,,20715.66618,Condominium,3050000,THE STELLAR,30688.13741,01-05,205,WEST COAST ROAD,0125,Strata
1,Freehold,OCR,3,05,,20715.66618,Condominium,2280000,THE STELLAR,30688.13741,01-05,129,WEST COAST ROAD,0225,Strata
1,Freehold,RCR,3,05,,22887.3573,Terrace,3100000,CHWEE CHIAN VIEW,29147.9129,-,191,CHWEE CHIAN VIEW,0221,Land
1,Freehold,RCR,3,05,,22887.3573,Terrace,2700000,CHWEE CHIAN VIEW,29147.9129,-,174.6,CHWEE CHIAN VIEW,1120,Land
1,Freehold,RCR,3,05,,22887.3573,Semi-detached,5328000,CHWEE CHIAN VIEW,29147.9129,-,403.7,CHWEE CHIAN VIEW,0921,Land
1,Freehold,RCR,3,05,,22887.3573,Terrace,4188000,CHWEE CHIAN VIEW,29147.9129,-,175.1,CHWEE CHIAN VIEW,0224,Land
1,Freehold,RCR,3,05,,22887.3573,Terrace,4420000,CHWEE CHIAN VIEW,29147.9129,-,178.5,CHWEE CHIAN VIEW,1224,Land
1,Freehold,RCR,3,05,,20960.59138,Condominium,1300000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,78,PASIR PANJANG ROAD,0121,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1950000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,143,PASIR PANJANG ROAD,1220,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1650000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,102,PASIR PANJANG ROAD,1220,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1450000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,100,PASIR PANJANG ROAD,0521,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1210000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,77,PASIR PANJANG ROAD,0321,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1760000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,102,PASIR PANJANG ROAD,0821,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1270000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,76,PASIR PANJANG ROAD,0721,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2220000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,145,PASIR PANJANG ROAD,0921,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2070200,VILLAGE @ PASIR PANJANG,30363.53478,01-05,143,PASIR PANJANG ROAD,0621,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2430000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,162,PASIR PANJANG ROAD,0122,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1480000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,100,PASIR PANJANG ROAD,0922,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2228000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,137,PASIR PANJANG ROAD,1222,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1738000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,94,PASIR PANJANG ROAD,0523,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1770000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,94,PASIR PANJANG ROAD,0523,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1485000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,78,PASIR PANJANG ROAD,0523,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1660000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,101,PASIR PANJANG ROAD,0223,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1375000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,77,PASIR PANJANG ROAD,0723,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1800000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,95,PASIR PANJANG ROAD,0623,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1905000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,138,PASIR PANJANG ROAD,0624,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2250000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,172,PASIR PANJANG ROAD,0324,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1868000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,104,PASIR PANJANG ROAD,0823,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2050000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,132,PASIR PANJANG ROAD,1223,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1480000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,77,PASIR PANJANG ROAD,1024,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1500000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,78,PASIR PANJANG ROAD,0624,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1580000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,100,PASIR PANJANG ROAD,1023,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2065200,VILLAGE @ PASIR PANJANG,30363.53478,01-05,145,PASIR PANJANG ROAD,0624,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1485000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,78,PASIR PANJANG ROAD,0524,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2400000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,187,PASIR PANJANG ROAD,0124,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1808888,VILLAGE @ PASIR PANJANG,30363.53478,01-05,103,PASIR PANJANG ROAD,0925,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,2030000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,145,PASIR PANJANG ROAD,1224,Strata
1,Freehold,RCR,3,05,,20960.59138,Condominium,1880000,VILLAGE @ PASIR PANJANG,30363.53478,01-05,94,PASIR PANJANG ROAD,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2165000,THE TRILINQ,33433.18732,11-15,103,JALAN LEMPENG,0325,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,955888,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,0425,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1735000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,0225,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1495000,THE TRILINQ,33433.18732,26-30,87,JALAN LEMPENG,1020,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1370000,THE TRILINQ,33433.18732,06-10,87,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,858000,THE TRILINQ,33433.18732,11-15,50,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1100000,THE TRILINQ,33433.18732,06-10,66,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1133000,THE TRILINQ,33433.18732,21-25,66,JALAN LEMPENG,0121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1190000,THE TRILINQ,33433.18732,26-30,65,JALAN LEMPENG,0121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,730000,THE TRILINQ,33433.18732,01-05,50,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1500000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1480000,THE TRILINQ,33433.18732,26-30,85,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2050000,THE TRILINQ,33433.18732,06-10,141,JALAN LEMPENG,1220,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,800000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1396000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1520000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1696000,THE TRILINQ,33433.18732,31-35,97,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1516000,THE TRILINQ,33433.18732,01-05,97,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1411800,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1490000,THE TRILINQ,33433.18732,21-25,103,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1520750,THE TRILINQ,33433.18732,16-20,85,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1690000,THE TRILINQ,33433.18732,26-30,97,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1450000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,0621,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1388000,THE TRILINQ,33433.18732,16-20,103,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1380000,THE TRILINQ,33433.18732,06-10,85,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1530000,THE TRILINQ,33433.18732,16-20,103,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,868000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0521,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650000,THE TRILINQ,33433.18732,31-35,98,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1000000,THE TRILINQ,33433.18732,16-20,66,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1133000,THE TRILINQ,33433.18732,26-30,66,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1880000,THE TRILINQ,33433.18732,16-20,126,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1900000,THE TRILINQ,33433.18732,31-35,125,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1300000,THE TRILINQ,33433.18732,26-30,70,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1612000,THE TRILINQ,33433.18732,01-05,97,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1790000,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1450000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1780000,THE TRILINQ,33433.18732,26-30,125,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2190000,THE TRILINQ,33433.18732,16-20,141,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1500000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2100000,THE TRILINQ,33433.18732,11-15,141,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,880000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1960000,THE TRILINQ,33433.18732,31-35,126,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1150000,THE TRILINQ,33433.18732,31-35,66,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1490000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,855000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1290000,THE TRILINQ,33433.18732,21-25,70,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1190000,THE TRILINQ,33433.18732,31-35,66,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1438000,THE TRILINQ,33433.18732,06-10,87,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1680000,THE TRILINQ,33433.18732,31-35,98,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2250000,THE TRILINQ,33433.18732,26-30,141,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1438000,THE TRILINQ,33433.18732,01-05,87,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1500000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,0122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1460000,THE TRILINQ,33433.18732,31-35,103,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1488000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,890000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1528000,THE TRILINQ,33433.18732,26-30,85,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2180000,THE TRILINQ,33433.18732,16-20,141,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1276197,THE TRILINQ,33433.18732,26-30,70,JALAN LEMPENG,0921,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1560000,THE TRILINQ,33433.18732,26-30,85,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1500000,THE TRILINQ,33433.18732,21-25,103,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1840000,THE TRILINQ,33433.18732,11-15,126,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650000,THE TRILINQ,33433.18732,21-25,97,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1175000,THE TRILINQ,33433.18732,11-15,70,JALAN LEMPENG,0421,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1270000,THE TRILINQ,33433.18732,16-20,70,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1450000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,0821,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1855000,THE TRILINQ,33433.18732,06-10,125,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1750000,THE TRILINQ,33433.18732,26-30,103,JALAN LEMPENG,0122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1820000,THE TRILINQ,33433.18732,16-20,125,JALAN LEMPENG,0721,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,842000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0621,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1150000,THE TRILINQ,33433.18732,26-30,65,JALAN LEMPENG,0321,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4500000,THE TRILINQ,33433.18732,31-35,413,JALAN LEMPENG,1021,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1660000,THE TRILINQ,33433.18732,11-15,97,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1890000,THE TRILINQ,33433.18732,21-25,126,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,858800,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1390000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,1121,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1540000,THE TRILINQ,33433.18732,26-30,103,JALAN LEMPENG,0222,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1580000,THE TRILINQ,33433.18732,31-35,103,JALAN LEMPENG,0222,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1093000,THE TRILINQ,33433.18732,01-05,66,JALAN LEMPENG,0422,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1960000,THE TRILINQ,33433.18732,16-20,125,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,880000,THE TRILINQ,33433.18732,21-25,50,JALAN LEMPENG,0522,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,840000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0522,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1220000,THE TRILINQ,33433.18732,06-10,70,JALAN LEMPENG,0522,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2200000,THE TRILINQ,33433.18732,26-30,141,JALAN LEMPENG,0422,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1536000,THE TRILINQ,33433.18732,21-25,85,JALAN LEMPENG,0422,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1506800,THE TRILINQ,33433.18732,06-10,85,JALAN LEMPENG,0622,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1180000,THE TRILINQ,33433.18732,31-35,66,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1920000,THE TRILINQ,33433.18732,31-35,125,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,879000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0722,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,880000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0722,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1588000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1530000,THE TRILINQ,33433.18732,16-20,103,JALAN LEMPENG,1221,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1530000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1900000,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1800000,THE TRILINQ,33433.18732,21-25,97,JALAN LEMPENG,0822,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1182500,THE TRILINQ,33433.18732,26-30,66,JALAN LEMPENG,0822,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2280000,THE TRILINQ,33433.18732,26-30,126,JALAN LEMPENG,0522,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,888000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,868888,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0622,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1530000,THE TRILINQ,33433.18732,16-20,87,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1720000,THE TRILINQ,33433.18732,16-20,97,JALAN LEMPENG,0522,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1560000,THE TRILINQ,33433.18732,31-35,85,JALAN LEMPENG,0122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1690000,THE TRILINQ,33433.18732,16-20,97,JALAN LEMPENG,0722,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1580000,THE TRILINQ,33433.18732,21-25,103,JALAN LEMPENG,0722,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2120000,THE TRILINQ,33433.18732,01-05,141,JALAN LEMPENG,0222,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1190000,THE TRILINQ,33433.18732,21-25,66,JALAN LEMPENG,0222,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2250000,THE TRILINQ,33433.18732,21-25,141,JALAN LEMPENG,0122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1380000,THE TRILINQ,33433.18732,01-05,83,JALAN LEMPENG,0822,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,900000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0822,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,812000,THE TRILINQ,33433.18732,01-05,50,JALAN LEMPENG,0622,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,840000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0622,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1550000,THE TRILINQ,33433.18732,11-15,85,JALAN LEMPENG,0422,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1720000,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0422,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1900000,THE TRILINQ,33433.18732,16-20,126,JALAN LEMPENG,0322,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1500000,THE TRILINQ,33433.18732,11-15,103,JALAN LEMPENG,0222,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1620000,THE TRILINQ,33433.18732,06-10,103,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,855000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1210000,THE TRILINQ,33433.18732,01-05,66,JALAN LEMPENG,0223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650000,THE TRILINQ,33433.18732,06-10,85,JALAN LEMPENG,0323,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1230000,THE TRILINQ,33433.18732,11-15,66,JALAN LEMPENG,0323,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,920000,THE TRILINQ,33433.18732,16-20,50,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1650000,THE TRILINQ,33433.18732,01-05,85,JALAN LEMPENG,1022,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4800000,THE TRILINQ,33433.18732,36-40,428,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1620000,THE TRILINQ,33433.18732,11-15,87,JALAN LEMPENG,0822,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1230000,THE TRILINQ,33433.18732,06-10,65,JALAN LEMPENG,1122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2120000,THE TRILINQ,33433.18732,06-10,126,JALAN LEMPENG,0223,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,4120000,THE TRILINQ,33433.18732,36-40,368,JALAN LEMPENG,0323,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,940000,THE TRILINQ,33433.18732,26-30,50,JALAN LEMPENG,0323,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1210000,THE TRILINQ,33433.18732,16-20,66,JALAN LEMPENG,1122,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,2020000,THE TRILINQ,33433.18732,01-05,125,JALAN LEMPENG,0922,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,850000,THE TRILINQ,33433.18732,01-05,50,JALAN LEMPENG,0423,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,860000,THE TRILINQ,33433.18732,01-05,50,JALAN LEMPENG,0523,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,880000,THE TRILINQ,33433.18732,06-10,50,JALAN LEMPENG,0423,Strata
1,99 yrs lease commencing from 2012,OCR,3,05,,19966.91281,Condominium,1720000,THE TRILINQ,33433.18732,31-35,103,JALAN LEMPENG,0623,Strata
